City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
316,Tual,-5.6667,132.75,82.83,73,98,10.8,ID,overcast clouds
317,Chara,56.9064,118.2631,10.53,75,4,1.86,RU,clear sky
318,Labytnangi,66.6572,66.4183,-1.19,97,83,2.73,RU,broken clouds
319,Baymak,52.5933,58.3225,44.92,64,11,2.8,RU,few clouds
320,Najran,17.4924,44.1277,82.4,21,92,4.61,SA,dust
321,Maniago,46.1706,12.7078,46.0,72,55,3.67,IT,broken clouds
322,Kaiyuan,23.6977,103.3037,61.9,89,4,5.48,CN,clear sky
323,Nantucket,41.2835,-70.0995,46.4,76,90,17.27,US,overcast clouds
324,Swift Current,50.2834,-107.8014,48.2,29,1,12.66,CA,clear sky
325,Yulara,-25.2406,130.9889,59.0,88,98,5.75,AU,overcast clouds
326,Pandharpur,17.6667,75.3333,81.61,36,0,12.62,IN,clear sky
327,Skibbereen,51.55,-9.2667,42.8,93,20,5.75,IE,few clouds
328,Umm Kaddadah,13.6017,26.6876,74.59,6,15,12.21,SD,few clouds
329,Ewa Beach,21.3156,-158.0072,80.6,54,1,9.22,US,clear sky
330,Yushala,57.0761,64.2601,53.6,40,0,15.66,RU,clear sky
331,Sawakin,19.1059,37.3321,78.67,47,100,7.58,SD,overcast clouds
332,Portland,45.5234,-122.6762,75.0,23,20,8.05,US,few clouds
333,Lata,40.1629,-8.3327,60.01,82,56,1.01,PT,broken clouds
334,Tsagan Aman,47.5639,46.7218,58.12,62,77,19.24,RU,broken clouds
335,Barrow,71.2906,-156.7887,10.4,79,90,6.91,US,overcast clouds
336,Itaituba,-4.2761,-55.9836,77.0,94,20,2.3,BR,few clouds
337,Plettenberg Bay,-34.0527,23.3716,61.56,75,100,9.95,ZA,overcast clouds
338,Ahipara,-35.1667,173.1667,66.81,66,0,6.58,NZ,clear sky
339,Gravdal,68.1214,13.5031,40.3,87,54,13.04,NO,broken clouds
340,Half Moon Bay,37.4636,-122.4286,66.0,71,40,8.05,US,haze
341,Mitsamiouli,-11.3847,43.2844,80.87,77,100,5.88,KM,light rain
342,Aracati,-4.5617,-37.7697,78.46,83,97,8.95,BR,moderate rain
343,Manali,13.1667,80.2667,77.0,88,40,3.44,IN,mist
344,Alyangula,-13.8483,136.4192,69.8,100,54,4.03,AU,broken clouds
