City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
697,Vanavara,60.34,102.2797,32.13,92,100,15.55,RU,light snow
698,Bilma,18.6853,12.9164,85.28,7,4,8.68,NE,clear sky
699,Ziarat,30.3823,67.7282,49.1,64,100,1.23,PK,overcast clouds
700,Cotonou,6.3654,2.4183,84.2,79,40,8.05,BJ,scattered clouds
701,Sawtell,-30.3833,153.1,62.6,88,7,4.61,AU,clear sky
702,Porto Novo,6.4965,2.6036,84.2,79,40,8.05,BJ,light rain
703,Novyy Urengoy,66.0833,76.6333,-1.91,91,68,16.08,RU,broken clouds
704,Kavaratti,10.5669,72.642,83.71,70,9,4.45,IN,clear sky
705,Cooma,-36.2333,149.1333,41.0,100,90,3.44,AU,overcast clouds
706,Dunedin,-45.8742,170.5036,57.0,68,53,1.39,NZ,light rain
707,Nago,26.5881,127.9761,68.0,88,75,3.44,JP,broken clouds
708,Teahupoo,-17.8333,-149.2667,87.8,66,40,14.97,PF,light rain
709,Fomboni,-12.28,43.7425,82.4,71,60,5.35,KM,broken clouds
